Animal,Drug,DateIndex,StimIntensity,Trial1,Trial2,Trial3,Trial4,Trial5,Trial6,Trial7,Trial8,Trial9,Trial10,Trial11,Trial12,Trial13,Trial14,Trial15,Trial16,Trial17,Trial18,Trial19,Trial20,Trial21,Trial22,Trial23,Trial24,Trial25,Trial26,Trial27,Trial28,Trial29,Trial30
ZZ15,Psilocybin stim/resp hour 24,22217-001,500,5.89380179008003e-05,4.00610115320887e-05,6.36159966234118e-05,3.86153878935147e-05,4.09250096709002e-05,6.38231140328571e-05,3.71287896996364e-05,5.46136179764289e-05,5.68370960536413e-05,5.25206123711541e-05,7.4841474997811e-05,5.02612747368403e-05,7.11410903022625e-05,7.24247802281752e-05,8.87723799678497e-05,5.99585073359776e-05,5.90220661251806e-05,5.54702419321984e-05,6.99644733686e-05,6.10347269685008e-05,5.91156058362685e-05,8.12850921647623e-05,4.99315974593628e-05,2.27338714466896e-05,4.75015403935686e-05,0,0,0,0,0
ZZ15,Psilocybin stim/resp hour 24,22217-001,600,5.64947695238516e-05,2.2461186745204e-05,5.02317379869055e-05,4.73835571028758e-05,1.63071636052337e-05,4.2488616600167e-05,4.22287521359976e-05,4.28311141149607e-05,3.52933639078401e-05,4.99537600262556e-05,4.83363583043683e-05,6.23008236289024e-05,7.53831991460174e-05,3.84022860089317e-05,5.75335398025345e-05,0.000102018799225334,5.1954291848233e-05,7.74916843511164e-05,7.19994641258381e-05,4.8923073336482e-05,7.47247395338491e-05,6.11551658948883e-05,7.44894932722673e-05,5.58122192160226e-05,6.49965659249574e-05,0,0,0,0,0
ZZ19,Psilocybin stim/resp Baseline,22705-003,1,-2.73740533884848e-06,1.93125015357509e-06,6.40843973087613e-06,7.35296453058254e-07,5.25010727869812e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp Baseline,22705-003,50,3.97344911107211e-06,3.38461177307181e-07,-2.31947115025832e-06,5.64676884096116e-06,-7.50065737520345e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp Baseline,22705-003,100,1.29149875647272e-05,6.24105541646713e-06,-1.09563079604413e-05,-4.89230751554715e-06,-4.37925154983532e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp Baseline,22705-003,150,6.73881186230574e-06,3.04193258671148e-06,-5.52613187210227e-07,-3.06816218653694e-07,8.41213113744743e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp Baseline,22705-003,200,2.49036907007394e-06,2.70962482318282e-06,4.49160506832413e-06,-1.38514110403776e-06,1.42470253194915e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp Baseline,22705-003,300,-5.37371397513198e-06,3.41766985911818e-06,4.76149170935969e-06,3.65468031304772e-06,5.45318607692025e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp Baseline,22705-003,400,-2.38804409491422e-06,-3.60580224878504e-06,-3.78690174329677e-06,9.96747417048027e-07,2.28799990509287e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp Baseline,22705-003,500,-2.55068334809039e-06,2.95507288683439e-06,-9.26382290344918e-06,1.46127490552317e-06,5.80132018512813e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp Baseline,22705-003,600,-2.72580291493796e-06,1.20369600153936e-06,4.53186976301367e-06,-8.64879950768227e-07,-4.38540700997692e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp hour 24,22706-002,1,5.83735527470708e-07,-1.48694448398601e-06,3.37407129791245e-07,-1.23429117593332e-07,1.80483584699687e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp hour 24,22706-002,50,2.53239568337449e-06,-2.22153903450817e-06,-1.04615355667192e-06,7.2789439400367e-06,3.78866070605e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp hour 24,22706-002,100,1.43929560181277e-06,-4.15736167269642e-06,-5.37547248313786e-06,5.31516434421064e-06,2.54927499554469e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp hour 24,22706-002,150,-6.23560526946676e-06,7.208795977931e-07,5.72008821109193e-06,8.95296670933021e-06,-2.23244160224567e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp hour 24,22706-002,200,4.52712356491247e-06,9.86637132882606e-06,3.38549398293253e-06,1.23551603792293e-06,2.95209673595309e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp hour 24,22706-002,300,4.46857211500173e-06,-7.76791409862199e-07,-5.4827110034239e-06,7.99877125245985e-06,-6.63226364849834e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp hour 24,22706-002,400,3.48307730746455e-06,9.48553588386858e-06,1.82100734491542e-06,3.52896768163191e-06,2.96298821922392e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp hour 24,22706-002,500,7.67647406973992e-07,-3.27789030052372e-06,8.13749284134246e-06,-2.6004499886767e-07,7.21863898434094e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp hour 24,22706-002,600,-4.74144917461672e-06,-8.21766570879845e-06,1.01705545603181e-05,-3.3058474855352e-06,-2.52236782216642e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp Baseline,22826-002,1,-3.36562652591965e-06,3.20457002089825e-06,5.4143297347764e-06,-6.23173764324747e-06,2.4170549295377e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp Baseline,22826-002,50,9.02259307622444e-06,-7.9899764386937e-06,1.03006586869014e-05,3.24764960168977e-06,2.34566846302187e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp Baseline,22826-002,100,-1.59806756983016e-06,-1.02909837096377e-06,-3.57485919266765e-06,-9.132660125033e-06,-9.9446197054931e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp Baseline,22826-002,150,-1.3042107639194e-05,-3.04298896480759e-06,-3.73274747289543e-06,-1.10802620838513e-05,-9.37881304707844e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp Baseline,22826-002,200,-3.07694563161931e-08,-2.16878902392637e-06,4.36360460298602e-06,-9.68580570770428e-06,-9.04228545550723e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp Baseline,22826-002,300,-7.28896611690288e-06,-8.56175756780431e-06,-7.26628559277742e-06,-1.07089217635803e-05,-9.08430683921324e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp Baseline,22826-002,400,-6.54030645819148e-06,8.51252661959734e-06,-5.56043733013212e-06,-5.95374876866117e-06,-7.01555927662412e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp Baseline,22826-002,500,-1.68439601111459e-06,-9.74382328422507e-06,6.22593404386862e-07,-1.08158246803214e-05,-2.91885226033628e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp Baseline,22826-002,600,-8.10848541732412e-06,-1.45109415825573e-05,-1.78125701495446e-05,-9.06285549717722e-06,-4.83762505609775e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp hour 24,22827-004,1,7.25098925613565e-06,6.3138804762275e-07,-3.55446036337526e-06,4.21872300648829e-06,-1.93756264366129e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp hour 24,22827-004,50,-9.10276776266983e-06,2.62259254668606e-06,-1.34136212182057e-06,1.16958244689158e-05,-3.97661597162369e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp hour 24,22827-004,100,5.35542903890018e-06,-2.88123078462377e-06,1.86000906978734e-05,3.99982491217088e-06,4.84167003378388e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp hour 24,22827-004,150,-3.64817719855637e-06,1.43613272030052e-06,6.76042418490397e-07,5.32518697582418e-06,1.05635217551026e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp hour 24,22827-004,200,6.10285042057512e-07,-2.06593540497124e-07,8.12289908935782e-06,8.38716368889436e-06,9.7723068392952e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp hour 24,22827-004,300,-1.01721288956469e-05,-1.26795557662263e-05,6.81142773828469e-06,-1.56729709033243e-06,5.48746811546152e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp hour 24,22827-004,400,-1.16087903734297e-05,-4.16141028836137e-06,1.03869879239937e-05,6.75058936394635e-06,-3.93145000998629e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp hour 24,22827-004,500,-7.22391268936917e-06,-5.24413053426542e-06,-9.80342792900046e-06,5.8567038649926e-06,3.31639512296533e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp hour 24,22827-004,600,-4.77977982882294e-06,-9.5333562057931e-06,5.49837386643048e-06,-5.89854289501091e-06,-1.96501468963106e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp Baseline,22907-002,1,1.33450623707176e-06,-5.19560398970498e-06,-1.13468140625628e-05,-8.87454825715395e-06,7.97626216808567e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp Baseline,22907-002,50,-4.22962602897314e-06,7.19454965292243e-06,3.83085489374935e-06,5.26224175700918e-06,1.47194714372745e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp Baseline,22907-002,100,6.11041696174652e-06,-1.43203515108326e-05,-8.51165964377287e-07,-1.07375826701173e-05,5.19437298862613e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp Baseline,22907-002,150,-1.30268222164887e-06,-1.43655352076166e-05,-5.69670237382525e-06,5.00782334711403e-06,-1.02530093499809e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp Baseline,22907-002,200,-1.0708215086197e-05,-6.26672499492997e-06,-1.53271193994442e-05,-3.97538451579749e-06,-5.35753679287154e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp Baseline,22907-002,300,-8.61591161083197e-06,1.15402199298842e-05,-1.09923521449673e-05,-1.04341070255032e-05,-1.51738013300928e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp Baseline,22907-002,400,-1.5352969057858e-05,-2.08316487260163e-06,-3.7146369322727e-06,-5.38197673449758e-06,-1.26737577375025e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp Baseline,22907-002,500,-1.47945938806515e-05,-1.12504612843622e-05,-3.49995616488741e-06,7.96835593064316e-07,6.78892411087872e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp Baseline,22907-002,600,-1.61476850735198e-06,-1.08096701296745e-05,-2.32703246183519e-06,-2.57301053352421e-06,-8.31191209726967e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp hour 24,22908-008,1,-1.259429836864e-06,1.304702982452e-05,-2.55578015639912e-06,-1.11963063318399e-05,3.57626504410291e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp hour 24,22908-008,50,8.63507739268243e-06,1.00478255262715e-05,4.68799953523558e-06,-3.65730556950439e-08,3.62777996087971e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp hour 24,22908-008,100,5.83437258683261e-06,-6.57933924230747e-07,-1.03454988220619e-06,1.09529646579176e-05,1.14340246000211e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp hour 24,22908-008,150,1.1719913345587e-05,-9.15515443011827e-07,1.10118680822779e-05,3.82892358175013e-06,1.14496674541442e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp hour 24,22908-008,200,2.70857299256022e-06,2.28887938646949e-06,1.35444379338878e-05,-5.41098870598944e-06,1.28733154269867e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp hour 24,22908-008,300,2.64404343397473e-06,5.1562192311394e-06,-4.92491381010041e-09,5.6335825320275e-06,-5.02065813634545e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp hour 24,22908-008,400,-3.54655048795394e-06,1.26452778204111e-06,-3.12668180413311e-06,9.8048330983147e-06,-3.99314376409166e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp hour 24,22908-008,500,-7.21969126971089e-06,7.50733852328267e-06,9.78074695012765e-06,3.16307705361396e-06,6.92078947395203e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp hour 24,22908-008,600,6.9953393904143e-06,1.0950505384244e-05,2.14347119253944e-06,1.67630764735804e-06,5.30602028447902e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp Baseline,22928-002,1,6.42549457552377e-06,1.92544894161983e-06,5.3805738389201e-06,5.10874542669626e-06,1.3800445231027e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp Baseline,22928-002,50,1.36928347274079e-05,1.48267226904863e-05,1.36998660309473e-05,1.7292481061304e-05,1.26489676404162e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp Baseline,22928-002,100,8.85890040080994e-06,1.58795573952375e-05,1.88907197298249e-05,1.87838249985361e-05,1.79551661858568e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp Baseline,22928-002,150,1.49911193148e-05,1.64260218298296e-05,1.67978887475329e-05,1.87606128747575e-05,1.50043069879757e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp Baseline,22928-002,200,1.88265494216466e-05,1.19970127343549e-05,2.05109463422559e-05,1.92557308764663e-05,1.79512953764061e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp Baseline,22928-002,300,1.48894941958133e-05,1.76720877789194e-05,1.79141934495419e-05,1.67096259247046e-05,1.96608325495617e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp Baseline,22928-002,400,1.42858898470877e-05,1.68567930813879e-05,1.40806996569154e-05,1.57216691150097e-05,1.66227655427065e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp Baseline,22928-002,500,1.48924809764139e-05,1.88703306776006e-05,1.6109010175569e-05,9.32465991354547e-06,1.78992504515918e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp Baseline,22928-002,600,1.70751573023153e-05,1.45061949297087e-05,1.66392965184059e-05,1.87569221452577e-05,2.19377543544397e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp hour 24,22929-002,1,-1.62092292157467e-05,-2.69344900516444e-06,-2.85837177216308e-06,-7.4690101428132e-06,-7.60035072744358e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp hour 24,22929-002,50,4.41668987605226e-07,-6.0007041611243e-06,-2.25529379349609e-06,-4.81234337712522e-07,-3.6158246530249e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp hour 24,22929-002,100,6.67498852635617e-06,-1.34065919610293e-06,4.31823650615115e-07,-1.39410747124202e-06,-1.13747692012112e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp hour 24,22929-002,150,3.84017448595841e-06,-2.19252797251102e-07,-2.3596021492267e-07,1.00676970760105e-06,4.03341260835077e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp hour 24,22929-002,200,5.57889961783076e-07,5.73010856896872e-06,8.48738363856683e-06,-8.30698809295427e-06,2.89160448119219e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp hour 24,22929-002,300,-6.69591008772841e-06,-1.12975822048611e-05,-4.16896546084899e-06,3.44000295626756e-06,-7.14760426490102e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp hour 24,22929-002,400,1.16219871415524e-06,-6.945055019969e-08,7.91909997133189e-07,-3.67296661352157e-06,3.59911973646376e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp hour 24,22929-002,500,-2.29116403716034e-06,-4.79295977129368e-07,4.42584587290185e-06,-4.15279146182002e-06,-4.45784689873108e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ19,Psilocybin stim/resp hour 24,22929-002,600,5.57608655071817e-06,-4.76711920782691e-06,5.92174501434783e-07,4.07209427066846e-07,5.42418547411216e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ20,Psilocybin stim/resp Baseline,22826-003,1,-1.05740664366749e-05,-7.91947968536988e-07,-4.12887857237365e-06,-1.20179338409798e-05,3.586828825064e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ20,Psilocybin stim/resp Baseline,22826-003,50,-5.89970877626911e-05,-9.75414368440397e-05,-0.000131240260088816,-7.95788946561515e-05,-6.8625231506303e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ20,Psilocybin stim/resp Baseline,22826-003,100,-0.000262485060375184,-0.000222589005716145,-0.000172510248376057,-0.0002158224087907,-0.000240142573602498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ20,Psilocybin stim/resp Baseline,22826-003,150,-0.000311804295051843,-0.000271708151558414,-0.000240915149333887,-0.000233666112762876,-0.000267826806521043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ20,Psilocybin stim/resp Baseline,22826-003,200,-0.000322960841003805,-0.000257896055700257,-0.000294512312393636,-0.000318455597152933,-0.000297229562420398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ20,Psilocybin stim/resp Baseline,22826-003,300,-0.000329342612531036,-0.000311019772198051,-0.00028979021590203,-0.000307216861983761,-0.000330112321535125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ20,Psilocybin stim/resp Baseline,22826-003,400,-0.000364272476872429,-0.000316801044391468,-0.000339619844453409,-0.000371589005226269,-0.000310554140014574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ20,Psilocybin stim/resp Baseline,22826-003,500,-0.000307216367218643,-0.000335374934365973,-0.000334075215505436,-0.000320904247928411,-0.000341336417477578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ20,Psilocybin stim/resp Baseline,22826-003,600,-0.000320807012030855,-0.000328768830513582,-0.000322393665555865,-0.000341114704497159,-0.000363157567335293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ20,Psilocybin stim/resp hour 24,22827-005,1,-1.78941554622725e-05,-3.77383657905739e-05,3.85107523470651e-06,1.47053906403016e-05,-3.40290034728241e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ20,Psilocybin stim/resp hour 24,22827-005,50,-4.47488309873734e-05,-4.23787205363624e-05,6.94909249432385e-06,-6.48567947791889e-05,-3.76012249034829e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ20,Psilocybin stim/resp hour 24,22827-005,100,-0.000230100893531926,-0.000151903295773081,-0.000204730895347893,-0.00016746214532759,-0.000131120148580521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ20,Psilocybin stim/resp hour 24,22827-005,150,-0.000272166507784277,-0.000332076655467972,-0.000245646049734205,-0.000285814516246319,-0.000310542585793883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ20,Psilocybin stim/resp hour 24,22827-005,200,-0.000333380361553282,-0.000310798059217632,-0.000287529139313847,-0.000208061872399412,-0.00032368052052334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ20,Psilocybin stim/resp hour 24,22827-005,300,-0.00034954323200509,-0.000302892498439178,-0.000350982678355649,-0.000308806833345443,-0.000319701473927125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ20,Psilocybin stim/resp hour 24,22827-005,400,-0.000316189718432724,-0.000316889985697344,-0.000284098787233233,-0.000266577175352722,-0.000315597309963778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ20,Psilocybin stim/resp hour 24,22827-005,500,-0.000293595949187875,-0.000309562892653048,-0.000355989061063156,-0.000311885494738817,-0.000278950668871403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ20,Psilocybin stim/resp hour 24,22827-005,600,-0.000303199602058157,-0.000335301592713222,-0.000306963658658788,-0.000352410366758704,-0.000324664259096608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ20,Psilocybin stim/resp Baseline,22907-003,1,-3.26774497807492e-05,-4.57814458059147e-05,-1.58113398356363e-05,8.35973514767829e-06,1.37230767904839e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ20,Psilocybin stim/resp Baseline,22907-003,50,-1.05974468169734e-05,-9.60826491791522e-06,-1.67755588336149e-05,-1.56480000441661e-05,-2.26429874601308e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ20,Psilocybin stim/resp Baseline,22907-003,100,-3.08202143060043e-05,-2.84843990812078e-05,-4.18535382777918e-05,-3.0460832931567e-05,-4.2402640247019e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ20,Psilocybin stim/resp Baseline,22907-003,150,-0.000127435574540868,-0.000110342320112977,-0.000119797266961541,-7.32632906874642e-05,-0.000101401659776457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ20,Psilocybin stim/resp Baseline,22907-003,200,-0.00015790575707797,-0.000147689657751471,-0.000103129306808114,-7.57492671255022e-05,-9.54393035499379e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZZ20,Psilocybin stim/resp Baseline,22907-003,300,-0.000157225818838924,-0.000174583023181185,-0.000130418804474175,-9.45626379689202e-05,-0.0001444337394787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
